,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
970,pomegranate tree,-0.049477875,-0.034355752,curved shape,-0.04552544,-0.028303634,top,0.04680844,0.031481788,outerwear,-0.04548239,-0.02976203,dishwasher,0.02720803,0.019315638,recyclable,0.10201839,0.06544649,shank,0.0798176,0.05719988,musher,-0.03521762,-0.024834454,horn,-0.02673835,-0.016714115,fuel,0.054558106,0.035903513,loyal,0.14400409,0.090871856,head,-0.05709153,-0.036499277,flip-flops,0.034296896,0.02219707,flathead,0.14980873,0.096393466,beaker,0.057826683,0.036604643,try,0.11866616,0.06969029
971,caliper,-0.049563125,-0.034414932,modem stand,-0.04554178,-0.02831379,hiding spot,0.046748407,0.031441413,actinistyrid,-0.045509458,-0.029779742,napkin,0.02718923,0.019302294,stability,0.10197763,0.06542033,ground mount,0.07971345,0.057125248,basket,-0.03527184,-0.02487269,camouflage,-0.02676032,-0.016727844,protection,0.054448158,0.03583116,fibrous,0.14400224,0.09087069,cosmetic,-0.057107665,-0.03650959,army,0.034280945,0.022186749,people,0.14978558,0.09637856,cable,0.057750702,0.036556534,mist,0.11865283,0.069682464
972,deployment handle,-0.04959417,-0.0344365,compost,-0.04562366,-0.028364696,wire,0.046736747,0.031433575,taillights,-0.0455485,-0.029805286,prayer bead,0.027155701,0.019278489,lace,0.101672515,0.0652246,connectivity ports,0.07971288,0.057124842,easel,-0.03528235,-0.024880111,cork remover,-0.02690569,-0.016818719,mechanic,0.054445453,0.035829388,computer tower,0.14385362,0.090776905,cashier,-0.057116058,-0.036514953,cider,0.034210674,0.02214127,prairie,0.14971372,0.09633233,title,0.057714224,0.036533453,jacket,0.11859541,0.06964874
973,pumpkin seeds,-0.049682036,-0.034497507,rice paddy,-0.045682713,-0.028401405,produce,0.046713397,0.031417865,apple logo,-0.04560145,-0.029839942,pack,0.027054746,0.019206818,keg,0.10159162,0.0651727,mercury,0.07959383,0.057039518,pod,-0.035359595,-0.024934575,harvester,-0.027014188,-0.016886547,children,0.054392286,0.035794392,fleshy,0.1437717,0.0907252,nautical term,-0.057141256,-0.03653106,scope,0.034152225,0.022103436,bell,0.14968672,0.09631495,salt spreader,0.057710424,0.036531046,covering,0.11836661,0.06951437
974,patient.,-0.049690414,-0.03450332,hawaiian shirt,-0.045724496,-0.028427389,sweat,0.04670807,0.031414285,pegs,-0.045607567,-0.029843947,sonar,0.02702818,0.019187959,interlocking,0.10153428,0.06513591,flight attendant,0.0795779,0.057028107,trashbarrel,-0.03538098,-0.024949651,sun hat,-0.027017845,-0.016888829,turtle,0.05435524,0.03577002,waves,0.14374758,0.090709984,keychain,-0.057187367,-0.036560547,oats,0.03414005,0.022095561,rug,0.14953175,0.09621523,crew,0.057609603,0.036467224,saloon,0.11826207,0.06945298
975,featherless head,-0.04974886,-0.0345439,horse-like,-0.04602631,-0.028615035,stove,0.046698708,0.03140799,snake handler,-0.04562204,-0.029853415,lot,0.027026014,0.019186419,reddish-brown,0.101409085,0.0650556,regulator,0.0795011,0.05697307,solution,-0.035404515,-0.024966247,sliding door,-0.027102612,-0.016941816,cocktail,0.054179046,0.035654068,textured,0.14363278,0.09063755,beach shelter,-0.057237275,-0.036592457,four corners,0.034080256,0.022056859,newspaper,0.14951068,0.09620169,flash,0.05759746,0.036459535,self-timer,0.11822706,0.069432415
976,crypt,-0.049773905,-0.0345613,recyclable,-0.0460664,-0.028639957,china,0.046677865,0.03139397,trunk,-0.045814097,-0.029979095,hunting rifle,0.026996408,0.019165404,arrow,0.101269536,0.06496608,post,0.07947447,0.05695398,operculum (trapdoor),-0.03544168,-0.024992459,sea anemone,-0.027190264,-0.01699661,magnetic,0.054138362,0.035627294,vines,0.14356616,0.090595506,working dog,-0.05728382,-0.036622204,weapon,0.03407808,0.022055449,scrum,0.14948359,0.09618426,magazine,0.05758679,0.036452785,fleshy,0.118111715,0.06936468
977,branches,-0.049817495,-0.034591567,battery,-0.046116788,-0.028671276,jelly,0.04667441,0.031391647,fuselage,-0.045858487,-0.03000813,lectern,0.026982907,0.019155815,kernels,0.10124721,0.064951755,docking system,0.0794039,0.05690341,gears,-0.035495996,-0.025030758,signal,-0.027204344,-0.017005412,trowel,0.054065064,0.035579056,showerhead,0.14353818,0.090577856,rim,-0.057289325,-0.036625724,shoe,0.034020133,0.022017946,cracker,0.14944807,0.0961614,sandy bottom,0.057565447,0.036439277,entrance,0.11806129,0.069335066
978,focus,-0.049833775,-0.034602866,prescription label,-0.046184316,-0.028713262,natural landmark,0.046657592,0.03138034,horns,-0.045917176,-0.030046541,key,0.026979003,0.019153047,white,0.10111209,0.06486508,selection,0.07937561,0.056883145,orthopedic device,-0.035519414,-0.02504727,packaging,-0.027214397,-0.017011687,bees,0.054053426,0.0355714,cappuccino,0.14349225,0.090548865,blossom,-0.05732725,-0.03664997,convoy,0.034002565,0.022006575,feathered,0.1493689,0.09611045,waterer,0.05751498,0.03640733,tweeter,0.11804819,0.06932737
979,crema,-0.049872115,-0.034629494,visitors,-0.04620468,-0.028725924,corset,0.046599686,0.031341396,bubble solution,-0.04592204,-0.030049723,fender,0.026970189,0.019146785,document,0.10109165,0.06485196,nipple shield,0.07933588,0.05685466,tennis balls,-0.035526656,-0.025052384,commander,-0.02724444,-0.017030468,stopwatch,0.053989887,0.03552959,drinkware,0.14345844,0.090527534,wild animal,-0.05755636,-0.036796443,railing,0.03400182,0.02200609,canopy,0.14933088,0.096085995,pointed spire,0.057508856,0.036403447,playful,0.11804567,0.069325894
980,snorkel,-0.049926646,-0.034667358,telescope,-0.046273164,-0.0287685,control room,0.04656044,0.03131499,woodworking tool,-0.046052102,-0.03013483,selection,0.026959259,0.019139027,bat ears,0.10098763,0.06478523,prickly,0.079330124,0.056850538,hiking boots,-0.0355281,-0.025053397,armor gloves,-0.02725631,-0.017037889,strands,0.053905703,0.03547419,castle,0.14333245,0.09044802,reed,-0.05758492,-0.036814705,military,0.033920374,0.021953385,dragonfly skimmer,0.14930822,0.09607142,handgun,0.057385564,0.036325406,input device,0.118010275,0.06930511
981,confident,-0.049930565,-0.034670077,wash cycle,-0.04629824,-0.02878409,fruit,0.046479005,0.031260222,waffle mix,-0.046061903,-0.030141244,photos,0.02693916,0.019124757,bulbous,0.1009427,0.0647564,slugs,0.07928604,0.056818947,phillips,-0.035553027,-0.02507098,exhaust,-0.02738123,-0.017115975,gun case,0.05385849,0.035443112,curly,0.14317857,0.090350926,mate,-0.057698123,-0.03688708,cork,0.033905175,0.021943549,elastic,0.14919865,0.0960009,student,0.057261303,0.036246743,fuel gauge,0.11790176,0.069241375
982,wide-brimmed,-0.049957734,-0.03468894,religious,-0.046413716,-0.02885588,capitulum,0.046462532,0.03124915,liquid,-0.046177946,-0.030217178,guard,0.026853886,0.019064214,featherless head,0.10090317,0.06473105,rodent.,0.079283215,0.056816928,diapers,-0.03556587,-0.02508003,phillips,-0.027570644,-0.01723439,coffee machine,0.053811874,0.035412434,gun case,0.14314622,0.09033051,avalanche beacon,-0.05770772,-0.03689321,skewers,0.033683293,0.021799946,tennis balls,0.14919432,0.095998116,passengers,0.057255752,0.03624323,chicken coop,0.117878124,0.0692275
983,pellet,-0.050002765,-0.034720212,pendant,-0.046564177,-0.028949426,beach volleyball,0.04641962,0.031220287,naval vessel,-0.046238035,-0.030256495,jam,0.026833603,0.019049827,snorkel,0.10087602,0.06471363,seal,0.079114065,0.056695707,jellyfish,-0.035577692,-0.02508837,coyote,-0.02759719,-0.017250974,stamp,0.053776745,0.035389323,dimple pattern,0.14310387,0.090303786,alcohol,-0.05780118,-0.03695296,dragonfly catcher,0.03364738,0.021776697,craft project,0.14911304,0.095945835,webbing,0.057146676,0.036174186,tower,0.11781707,0.069191635
984,clear,-0.050059155,-0.034759358,grass,-0.046603765,-0.02897404,clock,0.04641961,0.03122028,lure,-0.046267584,-0.030275837,coral polyps,0.026804704,0.019029308,underarm,0.100856304,0.06470098,web,0.079078645,0.05667032,microphone,-0.035660505,-0.025146766,rabbit,-0.027630765,-0.01727197,fishing cabin,0.0535071,0.035211876,marine biota,0.14310381,0.09030375,fuel gauge,-0.057853602,-0.036986478,resonator,0.033503763,0.021683745,speech bubble,0.14901525,0.09588291,vamp,0.05708865,0.036137458,power cord,0.11780365,0.06918377
985,motorcycle,-0.05026756,-0.03490407,snorkel,-0.046655595,-0.029006258,collar,0.046371788,0.031188112,tiles,-0.04629862,-0.03029614,applicator,0.026802346,0.019027624,meat slicer,0.100756705,0.06463708,drainboard,0.07884138,0.056500297,emergency exit,-0.035678133,-0.025159199,crown,-0.027810352,-0.017384231,number decals,0.053488005,0.035199303,breadcrumbs,0.14309832,0.090300284,hanger,-0.05786614,-0.036994487,scorekeeper,0.033353537,0.02158652,plumage,0.14892992,0.095828,sleeve,0.057034638,0.036103267,fielder,0.11768876,0.06911628
986,oxen,-0.050336786,-0.034952138,ridges,-0.046776675,-0.029081538,deck,0.046156563,0.031043362,shoe displays,-0.04632597,-0.03031404,pectoral fins,0.026792124,0.019020375,absorbent,0.10068282,0.064589694,artwork,0.07884048,0.056499645,courtyard,-0.035748526,-0.025208833,tongue,-0.027818322,-0.017389206,candy corn,0.053259928,0.035049215,cds,0.14294726,0.09020496,insulation,-0.057872813,-0.03699876,service,0.033224903,0.021503272,rim,0.1488708,0.09578996,hardware store,0.05703458,0.036103226,meter,0.11768823,0.069115974
987,wax,-0.05040083,-0.034996606,motorized,-0.046796873,-0.029094096,meat,0.04608699,0.030996567,pallet,-0.046423722,-0.030378014,pool cues,0.026785752,0.019015852,narrow,0.10060623,0.064540565,sharp,0.07881387,0.056480583,relish,-0.035841838,-0.025274638,pond,-0.027882427,-0.017429281,frothy,0.053119972,0.03495712,safety gear,0.14292976,0.09019391,concealer,-0.057901964,-0.037017394,culture,0.033195868,0.021484477,short,0.14875779,0.09571723,number decals,0.057016995,0.0360921,rank badges,0.117624395,0.06907849
988,fingerboard,-0.0504558,-0.035034783,wrinkled,-0.046859182,-0.029132836,feline,0.04603807,0.03096367,epaulets,-0.04649221,-0.03042283,tuning pegs,0.026764087,0.019000476,fan-shaped,0.10059394,0.06453267,colorful,0.078810066,0.05647785,light fixture,-0.035996795,-0.025383908,wrist,-0.027916798,-0.017450765,fryer,0.05311417,0.0349533,ship,0.14263842,0.09001008,label holder,-0.05800847,-0.037085485,ear protection,0.033194218,0.021483405,herder,0.14873022,0.095699504,mahout,0.056891657,0.03601276,sheet,0.11759929,0.06906375
989,canyon,-0.05048626,-0.035055928,field,-0.046876274,-0.02914346,underwater,0.045993716,0.030933838,groceries,-0.04650698,-0.030432483,shoulder pads,0.026691189,0.018948715,flower,0.10045499,0.06444353,kill,0.07878397,0.056459144,clinic,-0.03599841,-0.025385056,long dress,-0.027991975,-0.01749776,cradle,0.05310376,0.034946445,canal,0.1425887,0.089978695,umbrella,-0.058008518,-0.03708551,rocky,0.033144284,0.021451091,artifact,0.148684,0.09566976,padding,0.056887917,0.0360104,match,0.11745024,0.06897621
990,swim cap,-0.050508093,-0.035071097,comfortable,-0.04692545,-0.029174037,stereo,0.045971595,0.030918952,savory dish,-0.046646588,-0.030523852,sawdust,0.026646573,0.018917048,punching surface,0.10041581,0.06441839,surface,0.0787632,0.056444265,radial,-0.036005024,-0.02538971,ducks,-0.028052356,-0.017535502,personal trainer,0.05305377,0.03491354,songbird,0.14258808,0.08997829,wildlife observer,-0.058089737,-0.037137438,zoo,0.0331121,0.021430269,patient.,0.1486544,0.09565072,sow,0.056878183,0.036004234,furniture,0.11726573,0.068867855
991,cigarette,-0.050605018,-0.0351384,friendly,-0.04694368,-0.029185366,storyline,0.04596421,0.030913984,ferrule,-0.046648588,-0.030525152,marine plants,0.02656433,0.018858656,bonsai tree,0.10041574,0.06441835,qibla wall,0.0787158,0.056410298,crocodile,-0.03604194,-0.025415746,cuticle,-0.02810235,-0.017566752,movie poster,0.053026572,0.03489565,chick,0.14258346,0.08997539,skirt,-0.05812006,-0.037156828,shower mat,0.033099834,0.021422325,tannins,0.1485551,0.09558682,fuselage,0.05678373,0.035944443,nesting box,0.117189914,0.06882332
992,monarch caterpillar,-0.05075708,-0.035243977,sound effect,-0.04702656,-0.029236894,light switch,0.04589406,0.030866813,bayonet,-0.046703313,-0.030560961,felid,0.026465245,0.018788321,prayer cap,0.10034433,0.06437254,convex,0.07866919,0.0563769,compartment,-0.036046907,-0.02541925,falling,-0.028139785,-0.017590147,coal,0.053017728,0.03488983,juicy,0.14255914,0.089960046,undergarment,-0.058157362,-0.037180677,burglar,0.03300279,0.021359514,torpedoes,0.14830357,0.09542498,filling,0.056757674,0.035927948,hydraulic fluid,0.1171598,0.06880563
993,swiss,-0.050802805,-0.035275728,spider habitat,-0.047049507,-0.029251166,fire suit,0.045887843,0.03086263,punching pad,-0.04671113,-0.030566072,sheath,0.026460927,0.018785244,underwater craft,0.1002277,0.06429772,mortarboard,0.07866876,0.056376584,school,-0.036078177,-0.0254413,bone,-0.02819959,-0.017627537,mahout,0.053017057,0.034889385,spotter,0.14253676,0.08994591,campfire,-0.058284994,-0.03726227,rusted metal,0.032922696,0.021307677,steering,0.14819282,0.09535372,pump handle,0.056712475,0.035899334,cocktail,0.11713736,0.06879246
994,areola,-0.050969943,-0.035391785,helmet,-0.047095463,-0.029279735,walkman,0.04587555,0.03085436,hibernaculum,-0.04674351,-0.030587267,service,0.026420433,0.0187565,crest,0.09996168,0.06412706,scratching post,0.07865432,0.056366235,birdhouse,-0.03611245,-0.025465466,pickling solution,-0.028303724,-0.017692631,kangaroos,0.052991867,0.03487281,spray,0.14245379,0.089893565,ice,-0.058292206,-0.03726688,hills,0.03289587,0.021290315,focused,0.14805703,0.09526634,skewers,0.056608975,0.03583382,tailpiece,0.11706658,0.06875089
995,telephone,-0.050970085,-0.03539188,flask,-0.047189284,-0.029338064,savannah,0.045867298,0.030848805,pharaoh,-0.046781696,-0.030612249,teammate,0.026414886,0.01875256,focus,0.09992665,0.06410459,load,0.078519516,0.056269642,gum,-0.03620701,-0.025532149,mask,-0.028356407,-0.017725557,wig stand,0.052865,0.03478932,snail,0.14234713,0.08982625,broad back,-0.058321357,-0.037285518,cradle,0.032795873,0.021225601,curly,0.1480181,0.09524129,banner,0.05656109,0.035803504,diaphragm,0.11677247,0.06857817
996,sea ice,-0.050990842,-0.0354063,cnidarian,-0.04720098,-0.029345337,muscular,0.045758583,0.030775694,wick,-0.046799395,-0.030623838,roots,0.026409669,0.01874886,safety device,0.099842474,0.06405059,author,0.078440994,0.05621336,fishing compass,-0.036273405,-0.025578968,blind,-0.028419629,-0.017765082,dive boat,0.052716576,0.03469165,fangs,0.14223182,0.089753486,farmer,-0.05838553,-0.037326545,phone stand,0.03279182,0.021222977,harvester,0.14800082,0.09523017,female,0.05652809,0.03578262,terrycloth,0.116716094,0.06854506
997,socket,-0.050991505,-0.035406757,eggs,-0.047431644,-0.029488746,foldable,0.045757733,0.030775119,coolant,-0.046803348,-0.03062642,tundra,0.026356233,0.018710924,try,0.09975711,0.06399582,screen resolution,0.078426756,0.056203153,termite mound,-0.036274076,-0.025579434,hen,-0.028469108,-0.01779601,polar researcher,0.052636065,0.03463866,floating,0.14221686,0.08974406,diaphragm,-0.0583881,-0.037328184,oil,0.03269331,0.021159222,crew,0.14797175,0.095211476,cityscape,0.056507755,0.03576975,passenger,0.11642306,0.068372965
998,army,-0.051015314,-0.035423294,ocean floor,-0.047442503,-0.029495485,smartphone,0.04574235,0.03076477,curve,-0.046899244,-0.030689169,croquet hoop,0.026326554,0.018689852,beak,0.09973606,0.06398232,digestive system,0.078331396,0.056134816,cutting deck,-0.03630701,-0.025602663,curved,-0.028570704,-0.017859522,bristles,0.052518472,0.034561276,natural,0.14217491,0.08971759,recipe,-0.058399472,-0.037335455,wattle,0.032690816,0.021157604,gas detector,0.14797065,0.09521076,numbers,0.056504518,0.035767693,chocolate fountain,0.11631445,0.06830918
999,driver,-0.051022954,-0.0354286,dirt road,-0.047585443,-0.029584365,iv drip,0.045739006,0.03076252,edible root,-0.046900857,-0.030690229,contents,0.026081823,0.01851612,thief,0.09964048,0.063921005,course,0.078267336,0.056088913,optical instrument,-0.03637505,-0.025650643,wristband,-0.028616631,-0.01788823,engine component,0.052518453,0.034561265,grass,0.14206406,0.08964763,liquid,-0.058449093,-0.03736718,cactus,0.03268812,0.021155871,stripes,0.14795324,0.09519957,tunable,0.05647597,0.03574963,floppy,0.11626487,0.06828007
1000,rewind/fast-forward,-0.05106251,-0.035456058,boot,-0.047692552,-0.029650953,doll,0.045683425,0.030725144,imprint,-0.04697261,-0.030737177,wood,0.026078615,0.01851384,bipod,0.09958289,0.06388407,voice coil,0.07826402,0.056086533,siphonal canal,-0.036438867,-0.025695652,goggles,-0.028617557,-0.01788881,smoked fish,0.05246565,0.03452652,flyswatter,0.14200024,0.089607365,bottle,-0.05861118,-0.037470803,porch,0.032517105,0.021045176,pliers,0.1479339,0.09518711,siren,0.056330163,0.035657328,hard surface,0.11623674,0.068263546
1001,vanity,-0.051140327,-0.0355101,gas,-0.047710694,-0.029662227,calculator,0.045641925,0.030697232,rainforest,-0.047032155,-0.030776137,arctic tundra,0.026016878,0.018470008,focused,0.099558815,0.06386862,spacecraft,0.07824905,0.056075815,iv drip,-0.036486097,-0.02572895,cob,-0.028805302,-0.018006168,luggage compartment,0.052465644,0.03452652,landfill,0.14194304,0.08957125,bathroom fixture,-0.058697816,-0.03752619,cigarette lighter,0.03249891,0.021033406,runway,0.14783055,0.09512061,iron,0.056276157,0.035623148,jelly,0.11617215,0.06822561
1002,heel,-0.05114866,-0.035515875,cold climate,-0.04780928,-0.029723521,horns,0.045451786,0.030569352,dig site,-0.047090232,-0.030814145,majestic,0.026005603,0.018462008,geological feature,0.099543646,0.06385889,segmented,0.07818247,0.05602809,weather vane,-0.036526926,-0.025757749,produce,-0.028924419,-0.018080622,elytral declivity,0.052401625,0.034484383,server,0.14181535,0.08949068,pump,-0.058804303,-0.037594266,tambourine,0.03242761,0.020987265,frets,0.14778383,0.095090546,dial,0.056216005,0.03558507,conveyance,0.116101086,0.068183884
1003,cityscape,-0.051154036,-0.03551961,insulated,-0.047834106,-0.029738955,fielder,0.045274455,0.030450083,footrest,-0.047166295,-0.030863917,shower mat,0.025904614,0.018390313,exoskeleton,0.099516824,0.06384168,slip,0.0781425,0.05599946,fiesta,-0.036537167,-0.025764966,potato,-0.029030884,-0.018147178,kayak,0.052203875,0.03435425,steam,0.1417357,0.08944042,scepter,-0.05882087,-0.03760486,hairless,0.03238587,0.020960247,pier,0.14776668,0.09507953,sliding door,0.056172125,0.03555729,shelf,0.115929395,0.06808305
1004,cargo area,-0.05116065,-0.0355242,rural fencing,-0.04789245,-0.029775225,convoluted,0.04516413,0.030375881,vines,-0.04721529,-0.03089598,baby bed,0.025891742,0.01838117,hands,0.09935003,0.06373468,tile,0.07809193,0.05596321,lasso,-0.03659813,-0.025807954,dimple pattern,-0.029079175,-0.018177364,tentacles,0.052064896,0.034262795,knob,0.14170456,0.089420766,friction,-0.05883556,-0.037614245,race,0.03237211,0.020951338,beach volleyball,0.14772071,0.09504995,lapels,0.05616133,0.035550453,fuel,0.115902536,0.06806727
1005,range,-0.051243883,-0.035582,hangers,-0.047931135,-0.029799283,slimy,0.045155607,0.030370148,cradle,-0.047248162,-0.030917488,pharmaceutical,0.025867242,0.01836378,stop sign,0.099313304,0.063711114,market square,0.077952646,0.055863403,stitches,-0.036613464,-0.025818767,radio,-0.029083028,-0.018179769,cnidarian,0.051950492,0.034187503,panels,0.14166503,0.08939583,post box,-0.058924578,-0.037671164,gnomon,0.032321908,0.020918857,dress,0.14758933,0.094965406,chemical,0.056078766,0.03549819,pallet,0.11582591,0.068022266
1006,canid,-0.051246177,-0.035583593,clay,-0.047995638,-0.029839382,fruit stand,0.045096673,0.03033051,clay,-0.047273938,-0.030934365,placental mammal,0.02583249,0.018339105,guideline,0.09919541,0.06363548,grain,0.07795218,0.055863064,stops,-0.03665981,-0.02585145,petticoat,-0.029141285,-0.018216189,honey dipper,0.051899448,0.034153916,dispenser,0.14165837,0.08939162,output device,-0.058984004,-0.037709154,yoke,0.03221524,0.020849818,transportation,0.14757225,0.09495442,snake habitat,0.05604481,0.0354767,agitator,0.11579163,0.06800215
1007,troop,-0.051330388,-0.03564206,metal supports,-0.04801491,-0.029851364,tv,0.045093957,0.030328684,wooden bowl,-0.04741796,-0.0310286,hydration pack,0.02580089,0.018316679,marine,0.09897806,0.06349605,cold climate,0.0778875,0.05581671,spider,-0.03666222,-0.025853153,bell chamber,-0.029207056,-0.018257305,hay,0.05182538,0.034105174,logarithmic,0.14153986,0.089316845,offshore structure,-0.059085663,-0.037774142,foundation,0.031986438,0.02070173,tobacco,0.14754143,0.0949346,referee,0.0560428,0.035475433,threshing drum,0.11575302,0.06797947
1008,snake handler,-0.051452808,-0.03572707,playground,-0.04806818,-0.02988448,lines,0.045072466,0.030314237,statue,-0.047532275,-0.03110341,flood control,0.02577418,0.018297717,wildflower,0.098959684,0.063484274,server,0.07780964,0.055760913,horizontal,-0.036677726,-0.025864078,onion,-0.02925173,-0.018285226,chocolate chips,0.05170706,0.03402731,words,0.14151293,0.08929984,steering,-0.05918681,-0.03783881,strong,0.031933285,0.020667333,chocolatey,0.14749676,0.09490584,city,0.05601325,0.03545673,songbook,0.11571084,0.0679547
1009,lingerie store,-0.05149334,-0.035755217,wastebasket,-0.04816457,-0.029944409,orchid,0.044945784,0.030229036,wet,-0.047635682,-0.031171069,herd,0.025752112,0.018282043,soft,0.09893432,0.063468,conductor,0.077798545,0.055752967,puzzle stand,-0.036707707,-0.025885224,cold climate,-0.029431015,-0.018397294,oar,0.051530685,0.033911243,sleepwear,0.14139509,0.089225486,wetsuit,-0.059193436,-0.037843037,eyewear,0.03186804,0.020625107,cooked,0.14748691,0.094899505,wine refrigerator,0.056008436,0.03545368,bait,0.115685456,0.06793979
1010,soy sauce,-0.051502313,-0.035761446,dry bag,-0.048169937,-0.029947748,sheath,0.044890527,0.030191869,concave,-0.047691382,-0.031207519,breeze,0.02566416,0.018219605,lined,0.098930866,0.06346578,spiky,0.07773732,0.055709086,camping stove,-0.036741957,-0.025909375,conveyance,-0.029461794,-0.018416537,scissors,0.051441036,0.033852242,slot,0.14137524,0.089212954,shawl,-0.059203252,-0.037849315,orange,0.03178355,0.020570423,combination lock,0.14744502,0.09487256,anchor,0.05598396,0.03543818,highlighter,0.11557374,0.06787418
1011,short,-0.051523097,-0.035775878,hydrocolloid,-0.0483566,-0.03006379,sea life,0.04486363,0.030173775,football,-0.04774995,-0.031245835,single,0.02565128,0.018210463,irregular,0.09889525,0.063442945,tow hitch,0.07770415,0.05568531,fishing map,-0.03684317,-0.025980754,tailpiece,-0.029535625,-0.018462693,pig,0.051285036,0.033749573,transparent,0.14130601,0.089169264,baseball bat,-0.059380885,-0.037962887,posts,0.03177016,0.020561758,lamp base,0.14732301,0.09479406,pattern,0.055939566,0.035410076,barber,0.115573645,0.06787412
1012,wildebeest,-0.051528536,-0.035779648,barcode,-0.048418887,-0.030102521,glove,0.044807967,0.03013634,leather,-0.047877338,-0.0313292,pharmacy,0.025634456,0.018198522,graduated,0.09876685,0.063360564,checkout line,0.07762405,0.055627912,cat,-0.036880054,-0.026006758,husk,-0.029632352,-0.018523155,oak tree,0.051200345,0.03369385,top,0.1411965,0.08910017,hair dryer,-0.05938884,-0.037967965,imprint,0.03174337,0.02054442,thick,0.14724633,0.09474471,kite spool,0.055917755,0.035396274,catapult,0.11546914,0.06781274
1013,supply boats,-0.05154169,-0.035788782,vet,-0.04844203,-0.030116908,bench,0.044750474,0.030097669,tail.,-0.047963552,-0.031385615,shading,0.025622416,0.018189969,navigation aid,0.09874657,0.06334755,child,0.07759659,0.05560823,earbuds,-0.036954287,-0.0260591,horology,-0.029651381,-0.01853505,cutting board,0.05118197,0.033681754,army,0.14118361,0.08909203,mooring line,-0.059435196,-0.037997607,yellow bill,0.0316967,0.020514213,cuff,0.14723971,0.09474044,metal reeds,0.055902362,0.035386533,plastic,0.11546326,0.0678093
1014,pills,-0.05157813,-0.03581409,toothbrush,-0.04845244,-0.03012338,inmates,0.04469678,0.030061558,tadpole,-0.048002206,-0.03141091,line judge,0.025615064,0.018184751,crab pot,0.09874369,0.0633457,graduated,0.07756019,0.05558216,hill,-0.03695479,-0.026059467,scribe,-0.029666035,-0.018544214,mastiff,0.051181596,0.03368151,bird part,0.14112714,0.0890564,sewing machine,-0.059480928,-0.038026847,bolt action,0.031680644,0.020503828,sweat,0.14717859,0.09470111,insulated,0.055877194,0.035370603,motor oil,0.11544274,0.06779723
1015,makeup bag,-0.05163334,-0.035852425,spirits,-0.048458207,-0.030126967,component,0.044616103,0.030007293,piling,-0.04808478,-0.031464953,playful,0.025598919,0.018173292,notched,0.09874132,0.06334419,bedroom,0.077558756,0.055581123,tow rope,-0.03700742,-0.026096573,police dog,-0.0296942,-0.01856181,crab gauge,0.051129438,0.033647195,wall,0.14103603,0.088998914,guitar strap,-0.059532553,-0.038059846,battlements,0.031612627,0.020459803,hair clippers,0.14711979,0.09466329,neck,0.055849843,0.035353277,wide-brimmed,0.115436025,0.067793295
1016,bowl,-0.051717952,-0.035911173,claw,-0.048518024,-0.030164156,heating element,0.044554494,0.029965866,ergonomic grip,-0.04811926,-0.031487502,researcher,0.025509082,0.018109513,carving tools,0.09868671,0.063309155,barn door,0.077470474,0.055517856,soldier,-0.037055176,-0.026130252,bulbous,-0.029878726,-0.01867716,rain,0.051037513,0.033586692,flight membrane,0.14103231,0.088996544,lizard,-0.05961103,-0.03811002,forks,0.03158241,0.020440247,neuropteran,0.14704157,0.094612956,magnet,0.055787344,0.03531372,bat,0.115403846,0.0677744
1017,balance,-0.051758014,-0.035938986,printer,-0.04864335,-0.03024207,building,0.044499774,0.029929057,lab,-0.048169814,-0.03152059,rural fencing,0.025474764,0.018085148,floating,0.09863445,0.06327562,appendage,0.07732332,0.055412404,rusted metal,-0.03708416,-0.026150692,swamp,-0.030048613,-0.01878336,respirator,0.05098999,0.033555426,organizer,0.14102583,0.08899246,ceiling fan,-0.05963888,-0.038127825,rotating,0.031485077,0.020377252,scientific device,0.14700674,0.09459053,touch,0.055744104,0.03528636,floor,0.11529575,0.067710936
1018,planetarium,-0.05178927,-0.035960697,curved end,-0.04867109,-0.03025932,body,0.04439818,0.02986073,snorkelers,-0.048308954,-0.031611633,lizard,0.02546786,0.018080246,foldable,0.09859912,0.06325297,audio player,0.077299386,0.055395253,china figurines,-0.037099794,-0.02616172,dashboard,-0.030093083,-0.018811159,drill bit,0.0509786,0.033547923,package,0.14100334,0.088978276,two riders,-0.059643276,-0.038130634,gymnasium,0.031475194,0.02037085,seating,0.14699829,0.094585106,stopwatch,0.055688705,0.035251282,dress shirt,0.115276635,0.067699686
